product_id,name,category,price,short_description,specs_json
P1161,Mouse Model 1161,Mouse,50531.74,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1162,SSD Model 1162,SSD,63534.64,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1163,External HDD Model 1163,External HDD,64371.58,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1164,Motherboard Model 1164,Motherboard,24319.78,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1165,Graphics Card Model 1165,Graphics Card,63262.35,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1166,Motherboard Model 1166,Motherboard,79690.51,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1167,Keyboard Model 1167,Keyboard,72684.15,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Red', 'backlight': 'RGB'}"
P1168,Mouse Model 1168,Mouse,80624.3,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1169,Graphics Card Model 1169,Graphics Card,85083.5,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1170,SSD Model 1170,SSD,38566.54,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1171,External HDD Model 1171,External HDD,5413.08,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1172,Laptop Model 1172,Laptop,112854.23,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1173,Mouse Model 1173,Mouse,47984.96,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1174,Monitor Model 1174,Monitor,2110.94,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1175,SSD Model 1175,SSD,78017.0,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1176,External HDD Model 1176,External HDD,5708.35,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1177,Motherboard Model 1177,Motherboard,115989.37,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1178,Graphics Card Model 1178,Graphics Card,67398.97,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1179,Graphics Card Model 1179,Graphics Card,113717.37,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1180,Monitor Model 1180,Monitor,75328.8,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1181,Laptop Model 1181,Laptop,105544.49,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1182,Graphics Card Model 1182,Graphics Card,24257.02,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1183,Laptop Model 1183,Laptop,39297.95,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1184,Graphics Card Model 1184,Graphics Card,3095.66,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1185,Motherboard Model 1185,Motherboard,8248.7,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1186,Motherboard Model 1186,Motherboard,44716.56,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1187,Desktop Model 1187,Desktop,46846.63,High quality desktop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 5 5600G', 'ram': '16GB', 'storage': '512GB SSD', 'gpu': 'Radeon Vega'}"
P1188,External HDD Model 1188,External HDD,3823.41,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1189,Monitor Model 1189,Monitor,66747.2,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1190,Mouse Model 1190,Mouse,11261.55,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1191,Laptop Model 1191,Laptop,2935.18,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1192,Motherboard Model 1192,Motherboard,12264.24,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1193,Laptop Model 1193,Laptop,27565.55,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1194,Desktop Model 1194,Desktop,107846.29,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1195,Mouse Model 1195,Mouse,64345.27,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1196,Mouse Model 1196,Mouse,79127.7,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1197,Motherboard Model 1197,Motherboard,64639.0,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1198,External HDD Model 1198,External HDD,90773.12,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1199,Headset Model 1199,Headset,48572.16,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1200,Laptop Model 1200,Laptop,56695.64,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1201,SSD Model 1201,SSD,59901.68,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1202,Graphics Card Model 1202,Graphics Card,104302.65,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1203,External HDD Model 1203,External HDD,3123.95,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1204,Keyboard Model 1204,Keyboard,55777.19,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1205,Monitor Model 1205,Monitor,98125.33,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1206,Headset Model 1206,Headset,61347.36,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1207,Monitor Model 1207,Monitor,8303.37,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1208,Graphics Card Model 1208,Graphics Card,2579.21,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1209,Monitor Model 1209,Monitor,3955.73,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1210,External HDD Model 1210,External HDD,33085.21,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1211,Desktop Model 1211,Desktop,80368.21,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1212,Headset Model 1212,Headset,52904.15,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1213,Graphics Card Model 1213,Graphics Card,100565.21,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1214,Monitor Model 1214,Monitor,107824.45,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1215,Desktop Model 1215,Desktop,114621.51,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1216,Laptop Model 1216,Laptop,93349.39,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1217,Keyboard Model 1217,Keyboard,24579.08,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Red', 'backlight': 'RGB'}"
P1218,Laptop Model 1218,Laptop,23173.23,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1219,Graphics Card Model 1219,Graphics Card,116634.07,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1220,Graphics Card Model 1220,Graphics Card,76675.64,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1221,Motherboard Model 1221,Motherboard,80332.68,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1222,Monitor Model 1222,Monitor,44697.16,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1223,Monitor Model 1223,Monitor,91701.43,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1224,Mouse Model 1224,Mouse,94686.5,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1225,Graphics Card Model 1225,Graphics Card,78863.29,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1226,Mouse Model 1226,Mouse,65732.24,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1227,Graphics Card Model 1227,Graphics Card,46978.53,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1228,Headset Model 1228,Headset,10899.42,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1229,SSD Model 1229,SSD,54296.71,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1230,Keyboard Model 1230,Keyboard,64314.15,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1231,Graphics Card Model 1231,Graphics Card,81507.23,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1232,Laptop Model 1232,Laptop,34598.55,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1233,Laptop Model 1233,Laptop,54689.29,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1234,Monitor Model 1234,Monitor,105436.97,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1235,SSD Model 1235,SSD,37744.15,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1236,Laptop Model 1236,Laptop,5673.03,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1237,Mouse Model 1237,Mouse,111325.68,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1238,Headset Model 1238,Headset,17798.17,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1239,Keyboard Model 1239,Keyboard,26605.79,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1240,Desktop Model 1240,Desktop,105159.55,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1241,Graphics Card Model 1241,Graphics Card,50475.16,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1242,Motherboard Model 1242,Motherboard,39521.7,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1243,Monitor Model 1243,Monitor,69344.07,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1244,External HDD Model 1244,External HDD,58976.65,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1245,Mouse Model 1245,Mouse,93638.99,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1246,Headset Model 1246,Headset,72760.29,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1247,Graphics Card Model 1247,Graphics Card,51760.59,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1248,Motherboard Model 1248,Motherboard,21129.7,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1249,Desktop Model 1249,Desktop,68023.92,High quality desktop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 5 5600G', 'ram': '16GB', 'storage': '512GB SSD', 'gpu': 'Radeon Vega'}"
P1250,External HDD Model 1250,External HDD,81763.69,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1251,Headset Model 1251,Headset,13254.82,High quality headset suitable for work and entertainment.,"{'type': 'In-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': 'Stereo'}"
P1252,Graphics Card Model 1252,Graphics Card,102925.75,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1253,Desktop Model 1253,Desktop,2702.19,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1254,Laptop Model 1254,Laptop,117033.91,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1255,Desktop Model 1255,Desktop,44776.62,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1256,External HDD Model 1256,External HDD,40315.47,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1257,Motherboard Model 1257,Motherboard,28613.05,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1258,Laptop Model 1258,Laptop,57605.52,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1259,Mouse Model 1259,Mouse,36504.17,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1260,Motherboard Model 1260,Motherboard,77973.32,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1261,Monitor Model 1261,Monitor,61910.12,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1262,Desktop Model 1262,Desktop,8379.09,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1263,Keyboard Model 1263,Keyboard,78381.96,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1264,Mouse Model 1264,Mouse,6571.5,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1265,Keyboard Model 1265,Keyboard,116327.69,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1266,Graphics Card Model 1266,Graphics Card,61622.68,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1267,External HDD Model 1267,External HDD,95004.09,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1268,Mouse Model 1268,Mouse,88348.11,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1269,Desktop Model 1269,Desktop,44725.7,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1270,Graphics Card Model 1270,Graphics Card,91254.13,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1271,Mouse Model 1271,Mouse,34023.11,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1272,SSD Model 1272,SSD,6903.93,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1273,Keyboard Model 1273,Keyboard,5442.34,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1274,Laptop Model 1274,Laptop,94413.11,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1275,Keyboard Model 1275,Keyboard,51382.72,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1276,Laptop Model 1276,Laptop,7777.17,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1277,Mouse Model 1277,Mouse,58352.35,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1278,Keyboard Model 1278,Keyboard,35113.69,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Red', 'backlight': 'RGB'}"
P1279,Mouse Model 1279,Mouse,105942.39,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1280,SSD Model 1280,SSD,88477.71,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1281,Graphics Card Model 1281,Graphics Card,79556.91,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1282,Mouse Model 1282,Mouse,91293.73,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1283,Laptop Model 1283,Laptop,117917.21,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1284,Keyboard Model 1284,Keyboard,34698.06,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1285,Monitor Model 1285,Monitor,11004.77,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1286,Desktop Model 1286,Desktop,86090.17,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1287,Monitor Model 1287,Monitor,65967.82,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1288,SSD Model 1288,SSD,51135.69,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1289,External HDD Model 1289,External HDD,29209.01,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1290,Mouse Model 1290,Mouse,88091.22,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1291,Keyboard Model 1291,Keyboard,114765.26,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1292,Monitor Model 1292,Monitor,72649.41,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1293,Laptop Model 1293,Laptop,66808.72,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1294,SSD Model 1294,SSD,72500.36,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1295,Headset Model 1295,Headset,20737.07,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1296,Mouse Model 1296,Mouse,78776.05,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1297,Monitor Model 1297,Monitor,68679.39,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1298,Motherboard Model 1298,Motherboard,91327.64,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1299,Monitor Model 1299,Monitor,34097.76,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1300,Desktop Model 1300,Desktop,61096.01,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
